t,vx,vy,r,x,y,psi,df,dr,Fx_f,Fx_r,Fy_f,Fy_r,alpha_f,alpha_r,ay
7.629999999999999893e+00,-1.141081926385755629e+01,5.496727901117724002e+01,6.847988361083240383e-02,2.632567795574556158e+02,-9.078681504861108920e+01,-2.584861888171048339e+00,3.272492347489367598e-02,-6.393482861926481388e-03,5.413590218824282601e+03,4.066682992506845949e+03,5.564809143129020413e+03,4.167931647356656867e+03,1.528988910995959793e+00,1.568075573132451828e+00,6.587202501754886974e+00
7.640000000000000568e+00,-1.131103197811165195e+01,5.504096515194571992e+01,6.951906226516173237e-02,2.636441104635700867e+02,-9.119318387736770148e+01,-2.584177089334939836e+00,3.272492347489367598e-02,-6.341523929210014440e-03,5.413592959370060271e+03,4.066676366330894780e+03,5.564806750308209303e+03,4.167937449919432765e+03,1.529001256574380685e+00,1.568035564057610909e+00,6.587346646930953398e+00
7.650000000000000355e+00,-1.121062371811010649e+01,5.511470194177872628e+01,7.055683134483980989e-02,2.640312625356106082e+02,-9.160044055569413501e+01,-2.583481898712288061e+00,3.272492347489367598e-02,-6.289635475226111085e-03,5.413595694254472619e+03,4.066669748057800916e+03,5.564804362428205422e+03,4.167943245544147430e+03,1.529013576670435359e+00,1.567995602911236297e+00,6.587490590401999135e+00
7.660000000000000142e+00,-1.110959369165524535e+01,5.518848670855224015e+01,7.159319283946760648e-02,2.644182364135323269e+02,-9.200858521538506807e+01,-2.582776330398839804e+00,3.272492347489367598e-02,-6.237817400494721255e-03,5.413598423396329963e+03,4.066663137607150020e+03,5.564801979559914798e+03,4.167949034301286702e+03,1.529025870918208962e+00,1.567955689207026548e+00,6.587634332563871098e+00
7.669999999999999929e+00,-1.100794110890919875e+01,5.526231676471322629e+01,7.262814873560993756e-02,2.648050327466073099e+02,-9.241761798966743413e+01,-2.582060398470445328e+00,3.272492347489367598e-02,-6.186069605687604875e-03,5.413601146714864626e+03,4.066656534898865175e+03,5.564799601773867835e+03,4.167954816261034466e+03,1.529038138953755954e+00,1.567915822460757225e+00,6.587777873811446305e+00
7.679999999999999716e+00,-1.090566518251581662e+01,5.533618940729265034e+01,7.366170101680073745e-02,2.651916521934154503e+02,-9.282753901317785505e+01,-2.581334116983089011e+00,3.272492347489367598e-02,-6.134391991628064707e-03,5.413603864129752765e+03,4.066649939853214619e+03,5.564797229140210220e+03,4.167960591493269931e+03,1.529050380415094557e+00,1.567876002190278006e+00,6.587921214538630110e+00
7.690000000000000391e+00,-1.080276512772297437e+01,5.541010191791867356e+01,7.469385166354819416e-02,2.655780954218357692e+02,-9.323834842193986105e+01,-2.580597499972920872e+00,3.272492347489367598e-02,-6.082784459290691351e-03,5.413606575561106183e+03,4.066643352390807649e+03,5.564794861728711112e+03,4.167966360067580354e+03,1.529062594942204978e+00,1.567836227915510694e+00,6.588064355138366857e+00
7.700000000000000178e+00,-1.069924016250530130e+01,5.548405156283011763e+01,7.572460265333999518e-02,2.659643631090372651e+02,-9.365004635334088334e+01,-2.579850561456285440e+00,3.272492347489367598e-02,-6.031246909801101300e-03,5.413609280929473243e+03,4.066636772432593261e+03,5.564792499608759499e+03,4.167972122053244675e+03,1.529074782177022973e+00,1.567796499158446100e+00,6.588207296002629221e+00
7.709999999999999964e+00,-1.059508950768730529e+01,5.555803559289012838e+01,7.675395596064846226e-02,2.663504559414703863e+02,-9.406263294610894832e+01,-2.579093315429751954e+00,3.272492347489367598e-02,-5.979779244435678466e-03,5.413611980155830679e+03,4.066630199899860600e+03,5.564790142849360564e+03,4.167977877519249887e+03,1.529086941763435625e+00,1.567756815443140939e+00,6.588350037522431535e+00
7.719999999999999751e+00,-1.049031238706689884e+01,5.563205124360007403e+01,7.778191355693572784e-02,2.667363746148578798e+02,-9.447610834028918703e+01,-2.578325775870145442e+00,3.272492347489367598e-02,-5.928381364621315708e-03,5.413614673161590872e+03,4.066623634714239870e+03,5.564787791519149323e+03,4.167983626534281939e+03,1.529099073347275572e+00,1.567717176295714498e+00,6.588492580087826234e+00
